user_name,comment,replies,titles,urlis,times,company,polarity
chevyman19591,horse pizz,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7034534940142846981&preview_pb=0&share_comment_id=7227634215592117034&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-30 00:32:24+00:00,BudLight,40
RandyRuz,unpasteurized beers are good,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6829074164167934981&preview_pb=0&share_comment_id=7227658407423017771&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-30 02:06:16+00:00,BudLight,70
Bruce,"Been on Yuengling, but I have loved Shiner since you could only get it in Texas! It’s just a little harder to find in Alabama.",0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6989410468876092421&preview_pb=0&share_comment_id=7227660151389143851&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-30 02:12:59+00:00,BudLight,30
jessndutch,like budweiser was ever a good beer,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6994968660709606405&preview_pb=0&share_comment_id=7227674066994414379&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-30 03:06:56+00:00,BudLight,-80
Clara Kane457,Yes I don’t longer drink bud light,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7069964163665773611&preview_pb=0&share_comment_id=7227680354416509738&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-30 03:31:28+00:00,BudLight,-20
Dianne,🥰 Mmm Bud Light PLATINUMS,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7152184470593946666&preview_pb=0&share_comment_id=7227688111778628398&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-30 04:01:36+00:00,BudLight,70
user9058888517905,😂😂😂😂,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7156025191205798958&preview_pb=0&share_comment_id=7227756265564586795&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-30 08:27:26+00:00,BudLight,100
jon388,🙏,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6971596208759538693&preview_pb=0&share_comment_id=7227892302973649706&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-30 17:13:50+00:00,BudLight,60
donaldshearer999,buds not cheap😂😂😂😂😳😏,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6970396400484140038&preview_pb=0&share_comment_id=7227898693255791403&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-30 17:38:40+00:00,BudLight,20
Bmac1976,everyone following someone else,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7008317960562557958&preview_pb=0&share_comment_id=7227901724813476654&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-30 17:50:32+00:00,BudLight,20
Bert,Texas baby,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6812018845985899526&preview_pb=0&share_comment_id=7233080355069887274&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-14 16:46:12+00:00,BudLight,25
GardenStone62,Yup never again no one calls me old and fratty,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6811258268746630149&preview_pb=0&share_comment_id=7233102694251234090&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-14 18:12:50+00:00,BudLight,15
MetalMarine47,Shiner!,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6962934165185184774&preview_pb=0&share_comment_id=7233109550533575466&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-14 18:39:28+00:00,BudLight,50
josephmac229,I'm a Y,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7227889489296950314&preview_pb=0&share_comment_id=7233132374224716587&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-14 20:08:00+00:00,BudLight,50
wicherta,shiner needs to dominantly come to Ohio I know it's far north but the shiner blong and light I did come across was way better,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6691591329740751877&preview_pb=0&share_comment_id=7233133784539595566&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-14 20:13:32+00:00,BudLight,20
Jesse Penny,Go back and film the shelf at the end of the business day vs. right after the vendor stocks the case.,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7027642717837018118&preview_pb=0&share_comment_id=7233155007627920170&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-14 21:35:50+00:00,BudLight,20
Erik,Shinerbock is the best.,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6868890469050762246&preview_pb=0&share_comment_id=7233489650618532651&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-15 19:14:35+00:00,BudLight,80
HellzWrath,Coors....the king of beers......bud.... queen of...,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6952921567899206662&preview_pb=0&share_comment_id=7233918995262112558&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-16 23:00:31+00:00,BudLight,40
CyanideYummy,I’m doing Shiner Bock and Yuenling,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6931087039811224581&preview_pb=0&share_comment_id=7234856591450800938&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-19 11:39:19+00:00,BudLight,20
Heather_Loves_Coffee,😂😂😂,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6809064631057171461&preview_pb=0&share_comment_id=7225741075004310315&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-04-24 22:06:03+00:00,BudLight,80
VegasLifeCharlie,👍,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6949549907591529477&preview_pb=0&share_comment_id=7234992599718937386&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-19 20:26:50+00:00,BudLight,50
firstman2000,Man if they would only research coors 😳,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6934710916852302854&preview_pb=0&share_comment_id=7234996789387887402&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-19 20:43:02+00:00,BudLight,20
chance1340,Haha!!! Never!!,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7156367978354148398&preview_pb=0&share_comment_id=7235006222093730606&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-19 21:19:40+00:00,BudLight,60
Dex Movies,Shiner is quality beer!!,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6663353108611989509&preview_pb=0&share_comment_id=7235008529990615850&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-19 21:28:27+00:00,BudLight,90
biggangsta9372,From Budweiser to banquet,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6852390123892704261&preview_pb=0&share_comment_id=7235348776776713003&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-20 19:28:56+00:00,BudLight,20
MilitaryHistoryLover,I guess beer companies got tired of having all that money and decided to be broke the next day,1,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7037091160029447215&preview_pb=0&share_comment_id=7235358089418900267&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-20 20:05:02+00:00,BudLight,20
MyRaynier,That’s me,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6999080927109661702&preview_pb=0&share_comment_id=7235359536487891755&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-20 20:10:48+00:00,BudLight,50
Fun Lovin',Remember Stella Artois is theirs too!!!,3,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7070006508599346218&preview_pb=0&share_comment_id=7235393043509134126&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-20 22:20:43+00:00,BudLight,50
user1721281126119,😂😂😂😂😂😂😂that’s right.,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6924820717889012742&preview_pb=0&share_comment_id=7235394379133059882&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-20 22:25:52+00:00,BudLight,80
RT,SHINER. TEXAS BEER. 4 EVER,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7019737675989812230&preview_pb=0&share_comment_id=7235418954601382702&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 00:01:14+00:00,BudLight,70
Woodmiester2022,I will never,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6635332237121093638&preview_pb=0&share_comment_id=7235438909412115242&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 01:18:37+00:00,BudLight,0
pierdupierdu1,HOLD ! 👍🏻,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7015311286825632773&preview_pb=0&share_comment_id=7235468250527728430&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 03:12:25+00:00,BudLight,50
KAnderson0928,Bud and Miller are out in our household!!!!,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7014557285053711366&preview_pb=0&share_comment_id=7235476275589071659&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 03:43:32+00:00,BudLight,75
Blane🦆,Coors d lite,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6659896207073460230&preview_pb=0&share_comment_id=7235477373762814763&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 03:47:47+00:00,BudLight,25
FlintStriker,Never.,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6951825438381736965&preview_pb=0&share_comment_id=7235614456875942702&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 12:40:04+00:00,BudLight,-70
Secret Squirrel,"and guess who sells all the other emply shelves lol, rocket scientist I tell ya",0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6905158981826167813&preview_pb=0&share_comment_id=7235616555840652074&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 12:48:20+00:00,BudLight,20
Zuhaily Smith,😂😂😂,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6747513291482481669&preview_pb=0&share_comment_id=7235708018392924970&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 18:42:50+00:00,BudLight,100
GhostHost,Guinness,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7053474116627842054&preview_pb=0&share_comment_id=7235718302550868779&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 19:22:55+00:00,BudLight,20
Lurch247365,Target next,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=7010078085605770246&preview_pb=0&share_comment_id=7235737410008515370&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 20:37:01+00:00,BudLight,20
ShelleyB,I went to Coors now,0,#realmenofgenius #budlight #well #laugh ,https://m.tiktok.com/v/7225656897964150062.html?_d=egleckh145dhmb&comment_author_id=6920273149172286469&preview_pb=0&share_comment_id=7235743061505147691&share_item_id=7225656897964150062&sharer_language=en&source=h5_m&u_code=0,2023-05-21 20:58:49+00:00,BudLight,20
Josh Lauer,might be time to buy their stock while it's low,6,Bud Light is desperate 🤧 #budlight #news #politics @notmichaelknowles,https://m.tiktok.com/v/7229442592641944875.html?_d=egleckh145dhmb&comment_author_id=6593584323541155846&preview_pb=0&share_comment_id=7254061259523457835&share_item_id=7229442592641944875&sharer_language=en&source=h5_m&u_code=0,2023-07-10 05:43:05+00:00,BudLight,-50
Quinn,Bud light on a good day wasn’t the best tasting beer and now it’s just not an option.,5,Bud Light is desperate 🤧 #budlight #news #politics @notmichaelknowles,https://m.tiktok.com/v/7229442592641944875.html?_d=egleckh145dhmb&comment_author_id=6978636896931300358&preview_pb=0&share_comment_id=7229521768146486058&share_item_id=7229442592641944875&sharer_language=en&source=h5_m&u_code=0,2023-05-05 02:37:09+00:00,BudLight,-80
Lynda Peters,😂 Wouldn’t you love to be a fly on the wall in these marketing meetings😂,2,Bud Light is desperate 🤧 #budlight #news #politics @notmichaelknowles,https://m.tiktok.com/v/7229442592641944875.html?_d=egleckh145dhmb&comment_author_id=6864220302244119557&preview_pb=0&share_comment_id=7229525513927394094&share_item_id=7229442592641944875&sharer_language=en&source=h5_m&u_code=0,2023-05-05 02:51:31+00:00,BudLight,50
Angela Espinoza,"Hi! Coming to you from pierceton, indiana. Not a lot of us here but, it tastes the same 🤷‍♀️what’s the big deal",0,Bud Light is desperate 🤧 #budlight #news #politics @notmichaelknowles,https://m.tiktok.com/v/7229442592641944875.html?_d=egleckh145dhmb&comment_author_id=53605667726438400&preview_pb=0&share_comment_id=7231014744689525547&share_item_id=7229442592641944875&sharer_language=en&source=h5_m&u_code=0,2023-05-09 03:10:38+00:00,BudLight,-20
Lynn Jones-Mitchell,Their beer out dates and then they have to have the ATF there to dump it. So no favors.,0,Bud Light is desperate 🤧 #budlight #news #politics @notmichaelknowles,https://m.tiktok.com/v/7229442592641944875.html?_d=egleckh145dhmb&comment_author_id=6930289069185106949&preview_pb=0&share_comment_id=7231275734768845610&share_item_id=7229442592641944875&sharer_language=en&source=h5_m&u_code=0,2023-05-09 20:03:27+00:00,BudLight,-60
Kaili,Why does it even matter?,0,Bud Light is desperate 🤧 #budlight #news #politics @notmichaelknowles,https://m.tiktok.com/v/7229442592641944875.html?_d=egleckh145dhmb&comment_author_id=6661704252966240261&preview_pb=0&share_comment_id=7247919384940299054&share_item_id=7229442592641944875&sharer_language=en&source=h5_m&u_code=0,2023-06-23 16:29:20+00:00,BudLight,-50
spag 🌈🌴 WAS DUTCHMEPHONE4!!,HOOD IRONY WHEN ⁉️⁉️,2,"More like Bud, Lighten up, it's really not a big deal.  #budlight @dylanmulvaney #budlightcontroversy #budlightboycott #beer #memes #trending #kidrock #dylanmulvaney #controversy #boycott #anheuserbusch #anheuserbuschboycott #trending #memes #transissues #transrights ",https://m.tiktok.com/v/7226453484047043883.html?_d=egleckh145dhmb&comment_author_id=7124272099699475462&preview_pb=0&share_comment_id=7226796306261852955&share_item_id=7226453484047043883&sharer_language=en&source=h5_m&u_code=0,2023-04-27 18:21:01+00:00,BudLight,-30
